"","Proveedor","Rut_RBD","Id_Reg","Id_Prov","Id_Com","Región","Provincia","Comuna","Raz_Soc","Dirección","Fono","Mail","Web","SIGLA_SEDE","Tipo_Insti","Clas_CFT_I","Area","Dependenci","Rut_Sost","Sostenedor","Niv_Ens","Esp_concat","Sigla","Nom_Establ","Coor_OTEC","Fono_OTEC","Enc_Establ","Fono_Estab","Clas_Prove","Cla_Ot_RN","Cla_Ot_RE","Cla_cft_IP","Cla_LTP","LAT_Y_2018","LON_X_2018","F36","OBJECTID","geometry"
"274","Liceos Técnicos Profesionales","3885",16,161,16106,"Ñuble","Diguillín","Pinto","Colegio Francisco De Asis","Carlos Condell 271","422 481 046","cfranciscodeasis@gmail.com"," "," "," "," ","URBANO","Particular Subvencionado","65032325","Corp Hmnas Educadoras Misioneras Francisco As"," ","Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-36.704921,-71.890184," ",752,c(-71.8901835402381, -36.7049208702019)
"275","Liceos Técnicos Profesionales","3871",16,161,16106,"Ñuble","Diguillín","Pinto","Liceo Politécnico José Manuel Pinto Arias","Av. Domingo Santa Maria 160","422 481 017","josemanuel@liceopinto.cl","www.liceopinto.cl"," "," "," ","URBANO","Municipal","69141000","Ilustre Municipalidad De Pinto"," ","Mecánica Automotriz- Servicios de Hotelería"," "," "," "," "," "," ",3," "," ",0,"1",-36.704168,-71.894106," ",753,c(-71.8941059603218, -36.7041676601094)
"276","Liceos Técnicos Profesionales","17848",16,163,16302,"Ñuble","Punilla","Coihueco","Yire Liceo Politecnico De Coihueco","San Martin 1841","422 471 093","cavisaf@gmail.com","www.yireliceo.cl"," "," "," ","URBANO","Particular Subvencionado","76125591","Sociedad Educacional Yire S.A."," ","Elaboración Industrial de Alimentos- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-36.63069,-71.837472," ",754,c(-71.8374721401271, -36.6306895703673)
"277","Liceos Técnicos Profesionales","17662",16,163,16302,"Ñuble","Punilla","Coihueco","Liceo Claudio Arrau Leon","Sargento Aldea 1368","422 471 035","ninavitalia@gmail.com"," "," "," "," ","URBANO","Municipal","69141100","Ilustre Municipalidad De Coihueco"," ","Electricidad- Atención de Párvulos"," "," "," "," "," "," ",3," "," ",0,"1",-36.630535,-71.837534," ",755,c(-71.837533550333, -36.6305349103578)
"278","Liceos Técnicos Profesionales","3657",16,161,16101,"Ñuble","Diguillín","Chillán","Liceo Libertador Bernardo O`Higgins Riquelme","Pobl. Mardones, Lincoyan","422 213 627","palmy0@hotmail.com"," "," "," "," ","URBANO","Municipal","69140900","Ilustre Municipalidad De Chillan"," ","Programación"," "," "," "," "," "," ",3," "," ",0,"1",-36.627146,-72.093428," ",756,c(-72.0934281399966, -36.6271459303404)
"279","Liceos Técnicos Profesionales","3656",16,161,16103,"Ñuble","Diguillín","Chillán Viejo","Liceo Polivalente Juan Pacheco Altamirano","Sotomayor 401","422 261 340","veronicaknothebadillo@gmail.com"," "," "," "," ","URBANO","Municipal","69266500","Ilustre Municipalidad De Chillan Viejo"," ","Elaboración Industrial de Alimentos- Atención de Párvulos"," "," "," "," "," "," ",3," "," ",0,"1",-36.623525,-72.125252," ",757,c(-72.1252522495916, -36.6235250196639)
"280","Liceos Técnicos Profesionales","17737",16,161,16101,"Ñuble","Diguillín","Chillán","Colegio Parroquial San Jose","El Volcan 1429 1429","422 238 895","copasajo@hotmail.com","www.copasajo.cl"," "," "," ","URBANO","Particular Subvencionado","65040609","Fundacion Educacional Colegio Parroquial San Jose De Chillan"," ","Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-36.621289,-72.077149," ",758,c(-72.0771489999264, -36.6212890001872)
"281","Liceos Técnicos Profesionales","17892",16,161,16101,"Ñuble","Diguillín","Chillán","LICEO POLIVALENTE MARTA COLVIN ANDRADE","Reloncaví 1250"," "," "," "," "," "," ","URBANO"," "," "," "," ","Electricidad"," "," "," "," "," "," ",3," "," ",0,"1",-36.618156,-72.07906," ",759,c(-72.079059999919, -36.6181559995997)
"282","Liceos Técnicos Profesionales","17838",16,161,16103,"Ñuble","Diguillín","Chillán Viejo","Colegio Tecnologico Dario Salas","Calle 20 De Agosto 50","422 265 496","tecnologico@colegiodariosalas.cl","www.colegiodariosalas.cl"," "," "," ","URBANO","Particular Subvencionado","78868730","Sociedad Educacional Dario Salas Ltda."," ","Electricidad- Electrónica"," "," "," "," "," "," ",3," "," ",0,"1",-36.617107,-72.131303," ",760,c(-72.13130323006, -36.6171069197485)
"283","Liceos Técnicos Profesionales","3733",16,161,16101,"Ñuble","Diguillín","Chillán","Colegio Gabriela Mistral","Calle Munoz Olave 1519","422 221 885","gmistral49@hotmail.cl","www.gabrielamistral.cl"," "," "," ","URBANO","Particular Subvencionado","76106773","Margarita Salinas Servicios Educ. E.I.R.L."," ","Electrónica- Atención de Enfermería"," "," "," "," "," "," ",3," "," ",0,"1",-36.615757,-72.119505," ",761,c(-72.1195049998558, -36.6157569995858)
"284","Liceos Técnicos Profesionales","4825",8,81,8111,"Biobio","Concepción","Tomé","Liceo Comercial De Tome","Sargento Aldea 1050","412 651 260","liceocomercialtome@gmail.com","www.liceocomercialtome.cl"," "," "," ","URBANO","Municipal","69150100","Ilustre Municipalidad De Tome"," ","Administración- Conectividad y Redes- Gastronomía- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-36.614082,-72.956649," ",762,c(-72.9566485797681, -36.6140821696563)
"285","Liceos Técnicos Profesionales","3643",16,161,16101,"Ñuble","Diguillín","Chillán","Liceo Martin Ruiz De Gamboa","Avd. Brasil Esquina Collin   S/N","422 212 795","joseroberto.maldonado@gmail.com"," "," "," "," ","URBANO","Municipal","69140900","Ilustre Municipalidad De Chillan"," ","Administración- Construcción- Electricidad- Atención de Párvulos"," "," "," "," "," "," ",3," "," ",0,"1",-36.612685,-72.114644," ",763,c(-72.1146441300226, -36.6126854901432)
"286","Liceos Técnicos Profesionales","4824",8,81,8111,"Biobio","Concepción","Tomé","Liceo Industrial De Tome","Portales 1911","412 650 152","liceoindustrialtome@corporacionestudio.cl","www.corporacionestudio.cl"," "," "," ","URBANO","Corporación de Administración Delegada (DL 3166)","71360000","Corp. De Estudio,Cap. Y Empleo De La Cámara De Producción Y Comercio Concepción"," ","Construcciones Metálicas- Mecánica Automotriz- Electricidad"," "," "," "," "," "," ",3," "," ",0,"1",-36.612072,-72.955227," ",764,c(-72.9552269998262, -36.612071999623)
"287","Liceos Técnicos Profesionales","17908",16,161,16101,"Ñuble","Diguillín","Chillán","Colegio Polivalente Padre Alberto Hurtado","Avda. Libertad 693","422 589 500","javier.rubilar@cpph.cl","www.hurtec.cl"," "," "," ","URBANO","Particular Subvencionado","65181200","Fundacion Educacional Padre Vicente Las Casas"," ","Mecánica Industrial- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-36.606816,-72.101022," ",765,c(-72.1010221097825, -36.6068162203922)
"288","Liceos Técnicos Profesionales","3642",16,161,16101,"Ñuble","Diguillín","Chillán","Instituto Técnico Mabel Condemarín Grimberg","Av. Libertad 458","422 221 889","institutotecnico@comeduc.cl","www.institutitecnico.cl"," "," "," ","URBANO","Corporación de Administración Delegada (DL 3166)","71499900","Fund. Nacional Del Comercio Para La Educacion"," ","Servicios de Hotelería- Atención de Párvulos- Atención de Enfermería- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-36.605954,-72.104672," ",766,c(-72.1046716000143, -36.6059543901829)
"289","Liceos Técnicos Profesionales","3640",16,161,16101,"Ñuble","Diguillín","Chillán","Instituto Superior De Comercio Profesor Fernando Pérez Becerra","Avenida Libertad 125","422 221 253","insucochillan@comeduc.cl","www.insuco.cl"," "," "," ","URBANO","Corporación de Administración Delegada (DL 3166)","71499900","Fund. Nacional Del Comercio Para La Educacion"," ","Contabilidad- Administración- Conectividad y Redes"," "," "," "," "," "," ",3," "," ",0,"1",-36.60444,-72.109168," ",767,c(-72.1091677695769, -36.6044401800702)
"290","Liceos Técnicos Profesionales","17885",8,81,8111,"Biobio","Concepción","Tomé","Liceo Polivalente Tome - Alto","Enrique Molina 809","412 652 578","liceo@polivalentetome.cl","www.polivalentetome.cl"," "," "," ","URBANO","Municipal","69150100","Ilustre Municipalidad De Tome"," ","Contabilidad- Construcción- Atención de Párvulos- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-36.60214,-72.957663," ",768,c(-72.9576627200585, -36.6021395802774)
"291","Liceos Técnicos Profesionales","3641",16,161,16101,"Ñuble","Diguillín","Chillán","Instituto Industrial Superior De Chillán","Itata 101","422 211 649","liceo@industrialchillan.cl","www.industrialchillan.cl"," "," "," ","URBANO","Corporación de Administración Delegada (DL 3166)","70729100","Universidad Tecnológica Metropolitana"," ","Construcción- Construcciones Metálicas- Mecánica Automotriz- Mecánica Industrial- Electricidad- Electrónica"," "," "," "," "," "," ",3," "," ",0,"1",-36.599646,-72.108261," ",769,c(-72.108261070392, -36.5996459104304)
"292","Liceos Técnicos Profesionales","31116",16,161,16101,"Ñuble","Diguillín","Chillán","Colegio Técnico Profesional Profesor Enrique Salinas Buscovich","Flores Millan 880","422 877 119","pgonzalez@cocochi.cl","www.cesb.cl"," "," "," ","URBANO","Particular Subvencionado","71458700","Corporacion Educacional Colegio Concepcion"," ","Administración- Refrigeración y Climatización"," "," "," "," "," "," ",3," "," ",0,"1",-36.592712,-72.089737," ",770,c(-72.0897370003622, -36.5927119998589)
"293","Liceos Técnicos Profesionales","12050",16,161,16101,"Ñuble","Diguillín","Chillán","Colegio Polivalente Dario Salas","Av. Padre A. Hurtado 852","422 271 500","secretaria_cds@yahoo.es","www.colegiodariosalas.cl"," "," "," ","URBANO","Particular Subvencionado","76164858","Sociedad Educacional Dario Salas Tp Ltda."," ","Contabilidad- Administración- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-36.591523,-72.095871," ",771,c(-72.0958714702921, -36.591523490017)
"294","Liceos Técnicos Profesionales","3823",16,163,16304,"Ñuble","Punilla","San Fabián","Liceo Jorge Alessandri Rodriguez","Caupolican 325","422 975 710","liceosanfabian@hotmail.com","www.actiweb.es/liceosanfabian"," "," "," ","URBANO","Municipal","69140700","Ilustre Municipalidad De San Fabian"," ","Administración"," "," "," "," "," "," ",3," "," ",0,"1",-36.556251,-71.549702," ",772,c(-71.5497015697716, -36.5562507402794)
"295","Liceos Técnicos Profesionales","3739",16,161,16101,"Ñuble","Diguillín","Chillán","Liceo Agrícola De Chillán A-8","Km. 12 Camino A Nahueltoro S/N","422 276 888","chillan.direccion@snaeduca.cl","wwwliceoagricolachillan.cl"," "," "," ","URBANO","Corporación de Administración Delegada (DL 3166)","65044735","Corporación Educacional De La Sociedad Nacional De Agricultura  Fg-Sna Educa"," ","Agropecuaria"," "," "," "," "," "," ",3," "," ",0,"1",-36.549309,-72.026578," ",773,c(-72.0265782497864, -36.5493089201705)
"296","Liceos Técnicos Profesionales","4141",16,163,16305,"Ñuble","Punilla","San Nicolás","Liceo Técnico Puente Ñuble","Panamericana Sur Km 394 S/N","422 276 840","litec.p.nuble@gmail.com"," "," "," "," ","RURAL","Municipal","69140800","Ilustre Municipalidad De San Nicolas"," ","Agropecuaria"," "," "," "," "," "," ",3," "," ",0,"1",-36.540589,-72.085839," ",774,c(-72.085838770243, -36.540588650246)
"297","Liceos Técnicos Profesionales","4140",16,163,16305,"Ñuble","Punilla","San Nicolás","Liceo Bicentenario De Excelencia Polivalente San Nicolás","Balmaceda 462","422 561 456","utp.sannicolas@gmail.com","www.liceosannicolas.cl"," "," "," ","URBANO","Municipal","69140800","Ilustre Municipalidad De San Nicolas"," ","Química Industrial- Elaboración Industrial de Alimentos- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-36.504102,-72.213019," ",775,c(-72.213018609721, -36.5041022204411)
"298","Liceos Técnicos Profesionales","4049",16,162,16203,"Ñuble","Itata","Coelemu","Liceo Domingo Ortiz De Rozas","Heroes De La Concepción 342","422 511 013","sergio.hbarrios@gmail.com"," "," "," "," ","URBANO","Municipal","69150200","Ilustre Municipalidad De Coelemu"," ","Administración- Construcción- Electricidad"," "," "," "," "," "," ",3," "," ",0,"1",-36.492244,-72.702416," ",776,c(-72.7024160397684, -36.4922442401795)
"299","Liceos Técnicos Profesionales","12006",16,163,16301,"Ñuble","Punilla","San Carlos","Liceo Agricola San Carlos","Camino San Agustín Km 04 S/N","422 413 584","agricolasancarlos@hotmail.com"," "," "," "," ","RURAL","Municipal","69140500","Ilustre Municipalidad De San Carlos"," ","Agropecuaria"," "," "," "," "," "," ",3," "," ",0,"1",-36.435323,-71.926543," ",777,c(-71.9265427699328, -36.4353226297355)
"300","Liceos Técnicos Profesionales","3742",16,163,16301,"Ñuble","Punilla","San Carlos","Liceo Politecnico Cap. Ignacio Carrera P","Gazmuri 451","422 411 242","liceopolitecnicosancarlos@gmail.com","www.liceopolitecnicosancarlos.cl"," "," "," ","URBANO","Municipal","69140500","Ilustre Municipalidad De San Carlos"," ","Construcción- Construcciones Metálicas- Mecánica Industrial- Electricidad- Electrónica- Gastronomía- Atención de Enfermería"," "," "," "," "," "," ",3," "," ",0,"1",-36.430507,-71.959972," ",778,c(-71.9599715596397, -36.4305073501341)
"301","Liceos Técnicos Profesionales","3796",16,163,16301,"Ñuble","Punilla","San Carlos","Liceo Polivalente Nuestra Señora De La Merced","Balmaceda 108","422 423 799","sorteresita@hotmail.com","www.linsem.cl"," "," "," ","URBANO","Particular Subvencionado","65076951","Fundacion Educacional Liceo Nuestra Señora De La Merced"," ","Administración"," "," "," "," "," "," ",3," "," ",0,"1",-36.424411,-71.963314," ",779,c(-71.9633142902223, -36.4244107398637)
"302","Liceos Técnicos Profesionales","12027",16,163,16301,"Ñuble","Punilla","San Carlos","Colegio El Arbol De La Vida","El Avellano 1040","422 411 456","colegio.elarboldelavida@gmail.com","www.colegioelarboldelavida.cl"," "," "," ","URBANO","Particular Subvencionado","76127217","Sociedad Educacional El Arbol De La Vida Ltda"," ","Mecánica Automotriz- Gráfica- Atención de Enfermería"," "," "," "," "," "," ",3," "," ",0,"1",-36.418148,-71.968582," ",780,c(-71.9685819503966, -36.4181477999809)
"303","Liceos Técnicos Profesionales","18017",16,163,16301,"Ñuble","Punilla","San Carlos","Liceo Técnico Profesional Violeta Parra Sandoval","El Canelo 1135","422 414 201","liceovps@gmail.com","www.liceovioletaparra.cl"," "," "," ","URBANO","Municipal","69140500","Ilustre Municipalidad De San Carlos"," ","Contabilidad- Programación- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-36.416486,-71.970741," ",781,c(-71.9707411902537, -36.4164860102211)
"304","Liceos Técnicos Profesionales","4124",16,162,16204,"Ñuble","Itata","Ninhue","Liceo Arturo Prat Chacon","Alcalde Campos Carvajal 235","422 834 572","liceoninhue@hotmail.com","liceoninhue.cl"," "," "," ","URBANO","Municipal","69140300","Ilustre Municipalidad De Ninhue"," ","Agropecuaria"," "," "," "," "," "," ",3," "," ",0,"1",-36.397843,-72.399367," ",782,c(-72.3993673098534, -36.3978427899128)
"305","Liceos Técnicos Profesionales","3800",16,163,16303,"Ñuble","Punilla","Ñiquén","Liceo Tiuquilemu","Tiuquilemu S/N","422 973 263","ghmcabrolier@hotmail.com"," "," "," "," ","RURAL","Municipal","69140600","Ilustre Municipalidad De Niquen"," ","Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-36.391894,-71.833566," ",783,c(-71.8335662199051, -36.3918944400763)
"306","Liceos Técnicos Profesionales","3802",16,163,16303,"Ñuble","Punilla","Ñiquén","Liceo San Gregorio","Dario Salas 301, San Gregorio","422 970 106","cecipradenas@hotmail.com"," "," "," "," ","URBANO","Municipal","69140600","Ilustre Municipalidad De Niquen"," ","Administración"," "," "," "," "," "," ",3," "," ",0,"1",-36.283841,-71.814803," ",784,c(-71.8148027701317, -36.2838409501996)
"307","Liceos Técnicos Profesionales","3460",7,74,7405,"Maule","Linares","Retiro","Colegio Polivalente Las Camelias","Camino Bullileo Km 25, Los Cuarteles S/N","732 972 732","hmnapdc@hotmail.com"," "," "," "," ","RURAL","Particular Subvencionado","81747200","Misioneras Cateq.De La Sagrada Familia"," ","Electricidad"," "," "," "," "," "," ",3," "," ",0,"1",-36.204905,-71.61623," ",785,c(-71.6162297895731, -36.204904869564)
"308","Liceos Técnicos Profesionales","3387",7,74,7404,"Maule","Linares","Parral","Liceo Federico Heise Marti","Calle Urrutia 375","732 288 285","luis_dionisio316@hotmail.com"," "," "," "," ","URBANO","Municipal","69130700","Ilustre Municipalidad De Parral"," ","Administración- Construcciones Metálicas- Conectividad y Redes- Gastronomía- Agropecuaria- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-36.150677,-71.823923," ",786,c(-71.8239233498826, -36.1506765002202)
"309","Liceos Técnicos Profesionales","4084",16,162,16202,"Ñuble","Itata","Cobquecura","Liceo Polivalente Diego Missene Burgos","Chacabuco 281","422 976 044","direccionliceob2@gmail.com"," "," "," "," ","URBANO","Municipal","69140400","Ilustre Municipalidad De Cobquecura"," ","Mecánica Industrial- Servicios de Hotelería"," "," "," "," "," "," ",3," "," ",0,"1",-36.132307,-72.791426," ",787,c(-72.7914263403533, -36.1323068698661)
"310","Liceos Técnicos Profesionales","3434",7,74,7405,"Maule","Linares","Retiro","Liceo Guillermo Marin Larrain","Avenida Errazuriz 21","732 421 012","b_salazar_p@yahoo.es"," "," "," "," ","URBANO","Municipal","69130800","Ilustre Municipalidad De Retiro"," ","Contabilidad- Mecánica Automotriz- Atención de Párvulos- Atención de Enfermería"," "," "," "," "," "," ",3," "," ",0,"1",-36.0567,-71.762655," ",788,c(-71.7626545803446, -36.0566997601857)
"311","Liceos Técnicos Profesionales","3348",7,74,7403,"Maule","Linares","Longaví","Liceo Arturo Alessandri Palma","1 Poniente 4 Sur S/N","732 411 127","ruthflores23@hotmail.com"," "," "," "," ","URBANO","Municipal","69130600","Ilustre Municipalidad De Longavi"," ","Administración- Atención de Párvulos- Agropecuaria"," "," "," "," "," "," ",3," "," ",0,"1",-35.968185,-71.686967," ",789,c(-71.6869675002499, -35.9681847998885)
